feature,good_mean,defective_mean,difference,percentage_change
104,-5.809979494190019e-06,-0.00013846153846153847,-0.00013265155896734844,2283.1674208144805
10,6.274777853725222e-05,0.0013182692307692307,0.0012555214522319785,2000.9018350930116
99,0.0007586466165413534,0.012444230769230765,0.011685584152689412,1540.3198139818548
102,0.0018341079972658918,-0.009071153846153847,-0.010905261843419738,594.5812274782201
249,0.0007857826384142174,0.004996153846153846,0.0042103712077396285,535.8188132326962
387,0.00025105946684894056,0.0015798076923076924,0.0013287482254587517,529.2563718611907
114,9.200273410799727e-05,0.0005519230769230768,0.00045992034281507955,499.8985598354096
101,-5.741626794258376e-06,-2.7884615384615386e-05,-2.214298859035701e-05,385.65705128205104
107,-0.0014038961038961033,-0.00675673076923077,-0.005352834665334667,381.2842453568636
67,13.41703000683527,62.207329807692304,48.790299800857035,363.6445605025922
100,-2.7341079972658915e-05,6.538461538461539e-05,9.27256953572743e-05,339.14423076923083
340,12.2048010252905,48.55767596153846,36.35287493624796,297.8571699851426
9,-0.0007160628844839373,-0.002607692307692308,-0.0018916294232083704,264.1708520574499
204,27.52882939166097,96.33493653846152,68.80610714680054,249.94200141195714
79,0.002940054682159945,0.010089423076923076,0.007149368394763131,243.17127290675984
59,2.5557311346548186,8.515123076923079,5.95939194226826,233.17757730697855
98,-0.01571688311688312,-0.0512201923076923,-0.035503309190809185,225.89281174122516
436,6.530367053998633,21.24868653846154,14.718319484462908,225.38272906804954
435,8.37338933697881,23.306973076923075,14.933583739944265,178.34574673357332
91,0.00221161995898838,0.0055096153846153845,0.0032979954256270043,149.12125441007254
521,10.600730006835269,25.8089125,15.208182493164733,143.46353961810757
360,0.0027390293916609706,0.005840384615384616,0.0031013552237236456,113.22825644608938
434,13.716830280246072,28.954782692307692,15.23795241206162,111.08945799239167
494,0.8944098427887902,1.8290673076923079,0.9346574649035176,104.4999082287863
74,0.0028677375256322625,0.0,-0.0028677375256322625,100.0
209,0.03154477101845523,0.0,-0.03154477101845523,100.0
206,0.001367053998632946,0.0,-0.001367053998632946,100.0
342,0.00030567327409432673,0.0,-0.00030567327409432673,100.0
347,0.009511073137388927,0.0,-0.009511073137388927,100.0
478,0.1367053998632946,0.0,-0.1367053998632946,100.0
275,9.221211073137388,0.10601153846153848,-9.115199534675849,98.85035124322916
140,27.661773000683528,0.3183855769230769,-27.34338742376045,98.84900517072708
430,17.36416903622693,33.15611538461538,15.791946348388453,90.94559212964155
129,-0.5852153793574847,-0.08264134615384615,0.5025740332036386,85.87847328199422
222,0.008354613807245385,0.015384615384615384,0.007030001577369998,84.14514111081182
431,21.187932740943268,38.70734230769231,17.51940956674904,82.68578997749401
299,0.05719917976760082,0.10303076923076923,0.04583158946316841,80.12630539350614
24,-284.30092255639096,-495.4935865384615,-211.19266398207054,74.28490280054598
4,4.375148667122351,1.3034048076923077,-3.0717438594300437,70.2089024428605
164,0.1222535885167464,0.20722115384615386,0.08496756532940745,69.50108079467012
93,-0.0005650034176349966,-0.00018942307692307694,0.00037558034071191965,66.47399449087085
300,0.11343294600136707,0.18738076923076924,0.07394782322940217,65.19078084114201
78,-0.013073274094326726,-0.0213875,-0.008314225905673274,63.597120703537556
106,0.000561038961038961,0.0002173076923076923,-0.0003437312687312687,61.26691595441594
165,0.24287969924812028,0.37937499999999996,0.13649530075187968,56.19872767235241
96,0.017631578947368422,0.009260576923076925,-0.008371002024291497,47.47732491389207
95,5.809979494190021e-05,8.365384615384616e-05,2.5554051211945952e-05,43.98303167420814
247,0.04020779220779221,0.05726250000000001,0.017054707792207795,42.416424418604656
295,246.02467990430623,350.0111961538462,103.98651624953996,42.266701165910085
298,0.06205105946684894,0.08825865384615383,0.026207594379304894,42.235530874869944
519,8.801270198222829,12.374343750000001,3.5730735517771723,40.59724870733607
574,9.41139090909091,5.658487500000001,-3.7529034090909095,39.876182440427606
196,8.4561995898838,11.827692307692306,3.371492717808506,39.87007025995273
294,391.34122590567324,546.7809076923077,155.43968178663442,39.71973088879237
572,29.191639644565964,18.01961346153846,-11.172026183027505,38.27132123805585
160,541.5338345864661,747.3942307692307,205.8603961827646,38.01431841095703
390,1.468733766233766,0.9132586538461539,-0.5554751123876122,37.82000013603567
287,0.3765044087491456,0.2346798076923077,-0.1418246010568379,37.668775653389936
477,6.101554682159945,8.398981730769231,2.2974270486092863,37.65314199881921
523,0.46539501025290503,0.2921423076923077,-0.17325270256059733,37.22702193700967
510,54.430400683527,74.34794903846154,19.91754835493454,36.59269104179579
252,4.758911893369788,3.0442971153846154,-1.7146147779851728,36.029554999200734
389,0.0013710184552289814,0.0008788461538461539,-0.0004921723013828275,35.89829877969273
163,0.13694531784005468,0.18566346153846153,0.04871814369840685,35.5748881866171
251,0.004387833219412166,0.002835576923076923,-0.0015522562963352434,35.3763741399268
159,862.1120984278879,1167.0288461538462,304.9167477259583,35.36857309878749
152,1.2239205058099794,0.7932798076923078,-0.4306406981176716,35.18534872758566
75,-0.007057894736842105,-0.004585576923076922,0.0024723178137651828,35.029111455285964
80,-0.017966165413533835,-0.02420480769230769,-0.006238642278773854,34.724395190496864
576,5.69223014354067,3.7563278846153847,-1.9359022589252857,34.00955706476617
332,2.538819480519481,3.3267490384615384,0.7879295579420575,31.03527304670103
199,11.292494873547506,14.731153846153846,3.4386589726063406,30.450834922771104
82,0.006203896103896104,0.004315384615384614,-0.0018885114885114898,30.440733643580636
205,8.880047846889953,11.367019230769232,2.486971383879279,28.006283600716042
341,2.6821206425153794,3.414610576923077,0.7324899344076976,27.31010390795639
511,270.77917170198225,343.82616923076927,73.04699752878702,26.97659390478602
428,4.284761107313739,3.1580701923076924,-1.1266909150060465,26.29530297693556
554,0.49106568694463437,0.6188961538461537,0.12783046690151934,26.031235800014613
471,9.468171770334928,11.909639423076923,2.441467652741995,25.786051541559964
76,-0.028893506493506495,-0.036268269230769236,-0.00737476273726274,25.523945108289777
348,0.02426295283663705,0.03044807692307692,0.006185124086439873,25.492050073560453
557,1.5810484620642518,1.9810250000000003,0.3999765379357485,25.298183296262174
551,1.198051948051948,1.4883653846153846,0.29031343656343656,24.232124244319365
335,3.370094941900205,4.173675,0.8035800580997954,23.844433820214643
385,0.009172863978127136,0.01132596153846154,0.0021530975603344035,23.472467982393553
155,0.5138728639781271,0.39490384615384616,-0.11896901782428099,23.151449738615675
468,227.22125857826381,176.3233951923077,-50.89786338595613,22.400132674392754
433,202.62228058783325,245.2264048076923,42.604124219859045,21.026376811207044
92,0.0005138755980861245,0.0004067307692307692,-0.00010714482885535527,20.85034379028794
195,0.28313738892686263,0.34152884615384616,0.05839145722698352,20.62301183474806
467,6.166859193438141,7.42771826923077,1.260859075792629,20.44572506429608
210,0.08757518796992482,0.10490576923076925,0.017330581260844427,19.789373751382776
151,14.226180792891316,11.444384615384614,-2.7817961775067026,19.554061754204184
425,6.7063949419002045,8.002597115384615,1.296202173484411,19.327853261161238
286,4.313270984278879,3.484928846153846,-0.8283421381250329,19.20450027703327
103,-0.009912918660287082,-0.008052884615384615,0.0018600340449024672,18.763737589758453
424,3.352639097744361,2.773875961538462,-0.5787631362058989,17.262911972698998
334,0.16632857142857144,0.1947471153846154,0.028418543956043957,17.08578611116617
484,216.50001148325362,180.59559615384615,-35.90441532940747,16.58402467668446
337,2.302003998632946,2.6675057692307695,0.3655017705978234,15.877547163900585
213,0.05965789473684211,0.06902499999999999,0.009367105263157878,15.701367445963799
198,0.5511408065618592,0.6371346153846154,0.0859938088227562,15.602874582850253
351,0.027267053998632947,0.031519230769230765,0.004252176770597818,15.594558806429928
573,0.3490719070403281,0.29730865384615385,-0.05176325319417424,14.828822414573184
577,16.80752918660287,14.318917307692308,-2.4886118789105627,14.806530164434953
499,265.4357119617225,226.6257798076923,-38.80993215403021,14.621217268468698
470,5.311701708817498,6.080841346153846,0.7691396373363482,14.4800984599637
575,0.10568195488721806,0.09132596153846155,-0.014355993348756507,13.584148177498207
488,355.64068728639785,309.1308076923077,-46.50987959409014,13.07777238565386
479,3.2550657552973346,3.676194230769231,0.42112847547189647,12.937633434487362
485,201.45023677375258,176.0055971153846,-25.444639658367976,12.630732068557796
290,0.12419965823650032,0.10869903846153847,-0.015500619774961852,12.4804045317465
336,9.65366927546138,10.855379807692307,1.2017105322309263,12.448225622205113
63,13.872927238550924,15.585729807692307,1.7128025691413828,12.346367422599494
207,20.20885850991114,22.692019230769233,2.483160720858095,12.287486300328467
200,17.458397129186604,19.570288461538464,2.1118913323518598,12.096708058159827
197,19.93263841421736,22.302788461538462,2.3701500473211006,11.89079939176814
469,5.617367053998632,6.283320192307693,0.6659531383090611,11.85525410583617
365,0.005158714969241285,0.005747115384615384,0.000588400415374099,11.405949328125754
437,3.9867131237183866,4.435286538461538,0.4485734147431515,11.251710389554425
460,28.980066473000683,32.225772115384615,3.245705642383932,11.199786741026967
475,4.231742720437457,4.697063461538462,0.46532074110100474,10.995960100639156
343,6.153626657552973,6.818742307692308,0.6651156501393354,10.808514834467104
418,322.54708209159264,287.7276673076923,-34.819414783900356,10.795141769105449
333,6.1708011619958985,6.836201923076923,0.6654007610810249,10.783053020392673
331,0.08264928229665072,0.0914875,0.008838217703349277,10.693641200206086
203,29.86197922077922,33.04502115384616,3.1830419330669386,10.659179385042384
77,-0.007133219412166782,-0.006409615384615385,0.000723604027551397,10.144143699227605
486,299.71234012303483,329.67441057692304,29.962070453888202,9.996942548841492
188,42.93650820232399,47.049798076923075,4.113289874599083,9.579935692992487
227,0.01900198222829802,0.020805769230769232,0.0018037870024712119,9.492625457700864
214,0.08362877648667123,0.07638365384615385,-0.007245122640517382,8.663432546657084
476,20.00164777853725,21.72812980769231,1.7264820291550578,8.631698989358554
14,9.056656322624745,8.282810576923076,-0.773845745701669,8.544497197806859
524,5.7199311688311685,5.235524038461539,-0.4844071303696298,8.468758033474996
161,4087.8872180451126,3742.980769230769,-344.90644881434355,8.437278976088848
483,206.82739999999998,189.42007884615384,-17.40732115384614,8.416351582936372
417,8.23586056049214,7.543214423076924,-0.6926461374152169,8.410124629087058
166,2.773205741626794,3.005769230769231,0.23256348914243707,8.386088549132047
423,77.22876052631578,83.5093951923077,6.2806346659919114,8.132507401632813
500,239.39284682159948,258.69346057692303,19.300613755323553,8.062318490955903
324,13.26168755980861,14.315735576923077,1.0540480171144662,7.948068542263847
125,1.1909576213260422,1.0969807692307691,-0.09397685209527307,7.890864495298906
211,0.05640546821599453,0.06085096153846154,0.004445493322467013,7.881316232397542
202,10.110079904306222,10.904902884615383,0.7948229803091618,7.8616884122806985
339,9.281156801093644,10.009767307692307,0.7286105065986632,7.8504277237596884
144,0.12061763499658236,0.11119326923076923,-0.009424365765813125,7.813422776926575
224,0.05843274094326726,0.06296442307692308,0.004531682133655825,7.755381761152819
349,0.025105263157894735,0.02703076923076923,0.001925506072874495,7.669730688598618
587,0.016390704032809296,0.01764326923076923,0.0012525651979599338,7.641924321570764
288,0.003903280929596719,0.004200961538461538,0.00029768060886481906,7.6264202919049175
201,7.795092276144908,8.389423076923077,0.5943308007781685,7.624422902561161
279,0.041258851674641155,0.03814134615384615,-0.003117505520795004,7.55596773603641
40,68.40471086807929,63.27060576923077,-5.134105098848522,7.505484686207958
64,20.438286021872862,21.967568269230767,1.529282247357905,7.482438819582432
81,-0.021234107997265893,-0.019658653846153847,0.001575454151112047,7.419450590130287
565,0.14038226247436772,0.15073653846153842,0.010354275987170702,7.375772269706282
145,0.06392501708817498,0.05925384615384615,-0.004671170934328832,7.307265835980383
122,3.917087491455913,3.6335096153846154,-0.2835778760712975,7.239508351290273
280,0.01811913875598086,0.016807692307692305,-0.0013114464482885564,7.23790719829698
569,20.30151138072454,21.759409615384616,1.4578982346600746,7.181230044006918
567,0.05781971975393028,0.06195192307692307,0.004132203322992793,7.146702440929607
181,0.5493458646616541,0.5103173076923078,-0.03902855696934637,7.104550972343139
248,0.025054272043745725,0.026816346153846152,0.0017620741101004277,7.033028567039498
281,0.015162884483937114,0.014102884615384614,-0.0010599998685524997,6.990753439264254
362,0.018107587149692413,0.019371153846153844,0.0012635666964614309,6.978106392727729
301,0.9058952836637046,0.9689846153846152,0.06308933172091058,6.964307338675938
296,1887.0698163362952,1755.9046192307692,-131.16519710552598,6.950733670266654
146,0.05525632262474368,0.05144903846153846,-0.0038072841632052143,6.890223566018343
153,0.011870745044429256,0.012686538461538461,0.0008157934171092052,6.872301730480208
453,5.4858002050581,5.109446153846154,-0.3763540512119459,6.860513273249256
588,0.005259056732740943,0.005618269230769231,0.0003592124980282881,6.830359820839426
489,270.1390976760082,288.57741730769226,18.438319631684067,6.8254909379308355
426,1.2282084073820916,1.310483653846154,0.08227524646406237,6.69880176438711
317,0.1733887218045113,0.16185480769230767,-0.011533914112203614,6.652055561726576
520,2.68430991114149,2.8604375,0.1761275888585101,6.561373115953391
94,-2.891319207108681e-05,-3.076923076923078e-05,-1.8560386981439703e-06,6.419348972540492
127,0.6512124401913876,0.610475,-0.040737440191387586,6.25562991078842
561,32.150507074504446,34.15173365384616,2.0012265793417114,6.2245568155554745
386,0.00824688995215311,0.008757692307692307,0.0005108023555391965,6.193878643983062
316,6.001144702665755,5.635603846153846,-0.3655408565119087,6.091185509150156
419,307.77582604237864,326.44035576923073,18.664529726852095,6.064326093070778
559,0.3243911825017088,0.3439,0.019508817498291198,6.013978970648634
282,0.005746343130553657,0.006091346153846154,0.0003450030232924964,6.003870904577456
319,7.885572727272727,8.349119230769231,0.46354650349650406,5.8784126344216014
455,3.6226237867395765,3.834556730769231,0.21193294402965446,5.850260929810703
65,27.023830246069718,28.592296153846153,1.5684659077764351,5.804010362315494
560,0.07215878332194121,0.0763201923076923,0.004161408985751083,5.76701656288283
183,26.560261995898838,28.08586538461539,1.5256033887165508,5.7439320024483145
526,1.4489590567327408,1.3660653846153847,-0.0828936721173561,5.7209119700230255
254,0.013995557074504443,0.01320673076923077,-0.0007888263052736738,5.6362622871987735
283,2.814219343814081,2.6571971153846152,-0.15702222842946556,5.579601631785213
392,0.004549555707450445,0.0042971153846153845,-0.0002524403228350604,5.548680773853565
180,19.082433356117566,18.03701923076923,-1.045414125348337,5.478410985846267
318,3.200126930963773,3.0262288461538462,-0.17389808480992697,5.434099601716566
143,0.004182706766917294,0.003959615384615384,-0.00022309138230190966,5.333660587120974
272,41.14692228298018,43.339398557692306,2.192476274712128,5.3284089138764426
135,118.34996582365004,112.0576923076923,-6.292273515957731,5.316666948035855
452,5.365647334244702,5.081178846153847,-0.28446848809085523,5.301662043185672
550,16.84267259056733,17.73048076923077,0.8878081786634411,5.271183500655677
